Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Male,39,No,Yes,2,5,6,No Offer,Yes,42.08,No,Yes,Fiber Optic,29,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0,0.0,0,252.48,2,5,88.5,2283
Female,33,No,No,0,0,10,No Offer,No,0.0,No,Yes,DSL,23,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,374.0,0.0,0,0.0,3,3,37.4,4571
Male,33,No,Yes,1,1,9,No Offer,Yes,36.94,No,Yes,Fiber Optic,16,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,906.85,0.0,0,332.46,3,6,100.76111111111112,2757
Female,64,No,No,0,0,22,Offer D,Yes,31.53,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.8,1049.05,0.0,0,693.66,3,2,47.684090909090905,4667
Male,41,No,No,0,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0.0,0,3405.15,3,5,97.73260869565217,5709
Female,39,No,No,0,0,1,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,5,1,43.8,4633
Female,49,No,Yes,0,1,47,No Offer,Yes,6.56,No,Yes,DSL,11,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,3021.45,0.0,40,308.32,4,3,64.28617021276595,3404
Female,56,No,Yes,2,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3,2,73.05,4331
Female,43,No,Yes,0,1,53,No Offer,Yes,6.68,No,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.5,5835.5,0.0,0,354.04,3,8,110.10377358490567,4135
Male,30,No,Yes,3,4,16,Offer D,Yes,38.55,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,341.35,0.0,0,616.8,4,0,21.334375,5271
Female,74,Yes,Yes,0,1,38,No Offer,Yes,49.82,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,95.0,3591.25,0.0,70,1893.16,4,4,94.50657894736842,5148
Female,21,No,Yes,2,1,44,No Offer,Yes,4.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,0.0,0,183.48,5,0,17.732954545454547,5584
Female,79,Yes,No,0,0,17,No Offer,Yes,32.19,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.2,1608.15,36.4,0,547.23,4,4,94.59705882352942,4425
Male,58,No,No,3,0,40,Offer B,Yes,26.41,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,854.9,32.55,0,1056.4,5,0,21.3725,3200
Male,34,No,No,0,0,1,No Offer,No,0.0,No,Yes,DSL,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,0.0,1,4,45.3,4954
Female,64,No,No,0,0,33,Offer C,Yes,42.29,No,Yes,Fiber Optic,13,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,0.0,0,1395.57,3,3,81.35909090909091,3118
Male,55,No,No,0,0,1,No Offer,Yes,42.19,No,Yes,Cable,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.8,62.8,0.0,0,42.19,5,4,62.8,2438
Female,59,No,Yes,3,7,56,No Offer,Yes,18.99,No,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,0,1063.44,3,4,59.76428571428572,4173
Male,23,No,Yes,0,1,59,Offer B,No,0.0,No,Yes,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.05,2452.7,0.0,0,0.0,2,4,41.57118644067796,4324
Female,41,No,No,3,0,25,Offer C,Yes,12.87,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,471.7,0.0,0,321.75,5,0,18.868,2192
Male,55,No,Yes,0,8,72,No Offer,Yes,5.32,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92.0,6782.15,0.0,10,383.04,3,7,94.19652777777777,5883
Female,49,No,No,0,0,63,No Offer,Yes,23.62,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,98.0,6218.45,0.0,0,1488.06,4,5,98.70555555555555,5989
Female,49,No,Yes,1,4,15,Offer D,Yes,17.43,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,272.95,18.55,0,261.45,4,0,18.196666666666665,4167
Female,64,No,Yes,0,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1,4,98.08181818181819,2120
Male,43,No,Yes,2,2,9,No Offer,Yes,44.46,No,Yes,DSL,24,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8,452.8,0.0,0,400.14,4,3,50.31111111111111,2848
Male,37,No,No,0,0,1,Offer E,Yes,18.57,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,0.0,10,18.57,4,0,44.75,5479
Male,35,No,No,1,0,34,Offer C,Yes,4.28,Yes,Yes,Fiber Optic,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.8,3470.8,0.0,0,145.52,4,6,102.08235294117648,5382
Male,34,No,Yes,0,9,63,No Offer,Yes,34.02,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,80.0,5040.2,0.0,0,2143.26,3,7,80.0031746031746,5540
Male,60,No,Yes,1,1,62,No Offer,Yes,16.48,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0,1021.76,5,0,23.81048387096774,5105
Male,79,Yes,Yes,0,1,11,No Offer,Yes,29.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,214.75,0.0,0,324.94,1,0,19.522727272727273,5888
Male,35,No,Yes,0,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0.0,0,172.62,2,3,82.41111111111111,4748
Male,34,No,No,0,0,5,Offer E,Yes,44.65,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.3,550.6,0.0,0,223.25,3,6,110.12,4024
Female,38,No,No,0,0,18,Offer D,Yes,18.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.1,407.05,0.0,0,338.4,4,0,22.61388888888889,2910
Male,24,No,Yes,3,9,72,Offer A,No,0.0,No,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,65.25,4478.85,0.0,80,0.0,4,7,62.206250000000004,6412
Male,71,Yes,No,0,0,1,Offer E,Yes,11.51,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0.0,0,11.51,4,1,46.3,2546
Male,63,No,Yes,0,1,68,Offer A,Yes,29.18,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,75.8,5293.95,0.0,90,1984.24,3,5,77.85220588235293,4903
Male,51,No,No,0,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0,275.7,1,5,100.85499999999999,3658
Male,33,No,No,0,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,3,2,83.41,2966
Male,28,No,No,0,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0.0,0,344.4,1,2,40.260000000000005,4097
Male,62,No,No,0,0,69,No Offer,No,0.0,No,Yes,Cable,18,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,3,7,60.53188405797101,5388
Male,76,Yes,Yes,0,9,65,Offer B,Yes,8.59,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,6578.55,0.0,0,558.35,5,5,101.20846153846153,4073
Female,27,No,No,0,0,7,Offer E,Yes,16.04,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,3,0,19.657142857142855,4479
Male,41,No,Yes,3,1,44,No Offer,Yes,37.68,No,Yes,DSL,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2924.05,0.0,0,1657.92,4,4,66.45568181818182,4388
Male,42,No,No,0,0,39,No Offer,Yes,48.61,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.35,779.2,0.0,0,1895.79,3,0,19.97948717948718,2607
Female,61,No,Yes,3,8,72,No Offer,No,0.0,No,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0.0,0,0.0,4,8,65.05972222222222,6107
Male,47,No,Yes,0,1,31,No Offer,Yes,3.12,Yes,Yes,DSL,6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2484.0,0.0,0,96.72,5,6,80.12903225806451,5238
Female,51,No,Yes,2,5,43,No Offer,Yes,35.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.0,817.95,0.0,0,1513.6,5,0,19.022093023255817,4882
Male,58,No,No,0,0,19,No Offer,Yes,19.1,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,373.5,0.0,0,362.9,4,0,19.657894736842106,2831
Female,78,Yes,Yes,0,4,1,No Offer,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,1,4,100.8,3128
Male,36,No,No,0,0,26,Offer C,Yes,44.11,No,Yes,DSL,8,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.15,1237.3,0.0,0,1146.86,4,2,47.58846153846154,2752
Female,31,No,No,0,0,10,Offer D,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0,0.0,5,4,44.93,2164
Male,24,No,No,0,0,9,No Offer,Yes,34.43,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,0.0,0,309.87,3,6,72.58333333333333,3628
Male,31,No,No,0,0,34,Offer C,Yes,36.52,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,3,0,19.870588235294118,4136
Male,40,No,Yes,0,1,22,Offer D,Yes,16.2,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,0.0,0,356.4,1,3,85.16818181818182,5248
Male,29,No,No,0,0,53,Offer B,Yes,24.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1050.5,0.0,0,1281.01,5,0,19.82075471698113,5625
Male,61,No,No,0,0,22,Offer D,Yes,4.79,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0.0,0,105.38,4,0,25.75,3403
Female,33,No,Yes,3,5,57,Offer B,Yes,42.14,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,1167.6,19.89,0,2401.98,3,0,20.48421052631579,5864
Male,44,No,No,0,0,11,Offer D,Yes,40.59,No,Yes,DSL,22,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492.0,0.0,150,446.49,5,0,44.72727272727273,5253
Male,40,No,Yes,2,9,50,No Offer,Yes,26.98,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,938.95,0.0,0,1349.0,5,0,18.779,6391
Female,32,No,No,0,0,40,No Offer,Yes,11.56,No,Yes,DSL,26,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586.0,0.0,0,462.4,3,4,64.65,3885
Male,31,No,No,0,0,27,No Offer,Yes,33.4,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6,0.0,0,901.8,5,0,20.83703703703704,3428
Female,70,Yes,Yes,0,3,67,No Offer,Yes,2.67,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,105.4,7035.6,0.0,0,178.89,4,6,105.0089552238806,5703
Male,40,No,Yes,1,10,2,Offer E,Yes,39.35,No,Yes,Fiber Optic,24,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,184.15,0.0,0,78.7,3,5,92.075,5745
Female,61,No,Yes,3,0,23,No Offer,Yes,7.11,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,625.65,0.0,0,163.53,5,0,27.202173913043477,5945
Male,33,No,No,0,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0.0,0,148.2,2,4,87.35000000000001,5202
Male,79,Yes,No,0,0,12,No Offer,No,0.0,No,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,29.35,381.2,38.98,0,0.0,3,2,31.766666666666666,3606
Male,24,No,No,0,0,9,Offer E,No,0.0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,190.1,0.0,0,0.0,5,1,21.12222222222222,2323
Female,62,No,No,0,0,41,No Offer,Yes,12.42,No,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05,2029.05,0.0,0,509.22,5,2,49.4890243902439,2157
Female,35,No,No,0,0,48,No Offer,Yes,10.5,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,4946.05,0.0,0,504.0,5,6,103.04270833333334,4304
Male,59,No,Yes,3,0,66,Offer A,Yes,29.5,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013.0,0.0,0,1947.0,4,6,75.95454545454545,6123
Male,65,Yes,No,0,0,50,No Offer,Yes,18.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.7,4816.7,0.0,0,946.0,3,4,96.334,4287
Male,20,No,No,0,0,4,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,305.55,0.0,0,119.92,2,2,76.3875,5668
Female,58,No,Yes,0,3,48,Offer B,Yes,1.02,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834.0,37.45,0,48.96,5,6,100.70833333333333,3468
Male,30,No,No,0,0,11,No Offer,Yes,38.88,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,791.75,0.0,0,427.68,1,2,71.97727272727273,4509
Female,37,No,Yes,0,2,55,Offer B,Yes,5.08,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,4959.6,0.0,0,279.4,3,3,90.17454545454547,5875
Male,38,No,Yes,2,1,3,Offer E,Yes,33.3,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0.0,0,99.9,3,4,82.8,4648
Male,51,No,No,0,0,4,No Offer,Yes,17.7,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.9,238.5,0.0,0,70.8,3,3,59.625,3545
Female,68,Yes,No,0,0,1,No Offer,No,0.0,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.7,25.7,0.0,0,0.0,1,1,25.7,4095
Female,21,No,Yes,0,1,15,No Offer,Yes,12.27,No,Yes,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,0.0,0,184.05,1,4,92.70666666666666,2524
Male,23,No,No,0,0,8,Offer E,Yes,35.21,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,162.3,0.0,0,281.68,3,0,20.2875,5624
Male,20,No,Yes,0,5,51,Offer B,Yes,6.89,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,0.0,0,351.39,3,8,84.45294117647059,5703
Male,62,No,No,0,0,68,No Offer,Yes,11.5,Yes,Yes,DSL,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,0.0,0,782.0,4,7,86.51102941176471,4280
Male,34,No,Yes,0,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,2,3,88.34029850746269,4421
Female,55,No,No,0,0,11,No Offer,Yes,5.0,No,Yes,Cable,23,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,697.25,0.0,0,55.0,3,5,63.38636363636363,3206
Male,52,No,Yes,2,9,71,Offer A,Yes,23.34,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1396.25,0.0,0,1657.14,4,0,19.66549295774648,5406
Male,35,No,Yes,0,1,10,Offer D,Yes,1.09,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0.0,0,10.9,2,5,103.775,4501
Female,20,No,Yes,0,7,47,No Offer,Yes,11.68,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.9,1250.85,0.0,0,548.96,4,0,26.613829787234042,2382
Female,21,No,Yes,1,4,19,Offer D,No,0.0,No,Yes,Cable,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.85,434.8,0.0,0,0.0,5,1,22.88421052631579,2958
Female,45,No,No,3,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,4,4,64.81666666666666,2466
Male,39,No,Yes,0,7,71,Offer A,Yes,5.51,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,6045.9,0.0,0,391.21,4,8,85.15352112676055,6286
Female,33,No,No,0,0,40,No Offer,Yes,8.36,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,5,0,20.12125,3915
Male,59,No,Yes,0,1,19,No Offer,Yes,14.09,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.65,1465.75,0.0,130,267.71,2,2,77.14473684210526,3427
Male,35,No,No,0,0,17,No Offer,Yes,27.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,3,0,20.20294117647059,2717
Male,44,No,No,0,0,12,No Offer,Yes,25.19,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0.0,0,302.28,2,6,104.49166666666667,2406
Male,55,No,No,0,0,8,Offer E,No,0.0,No,Yes,Cable,4,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0,0.0,1,1,28.30625,4549
Male,76,Yes,No,0,0,16,No Offer,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,3,2,80.0625,2508
Female,52,No,No,5,0,10,Offer D,No,0.0,No,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,40.25,411.45,17.96,30,0.0,3,3,41.144999999999996,2876
Male,50,No,Yes,1,1,15,No Offer,Yes,8.44,No,Yes,Cable,21,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,0.0,0,126.6,4,6,71.42666666666668,3128
Female,71,Yes,Yes,0,1,72,Offer A,Yes,20.48,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0.0,0,1474.56,3,8,89.24513888888889,6102
Male,69,Yes,Yes,0,0,71,Offer A,Yes,22.19,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901.0,0.0,0,1575.49,5,0,26.774647887323944,4367
Male,36,No,Yes,1,10,68,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05,6770.5,0.0,0,2354.16,4,5,99.56617647058823,5570
Female,24,No,No,0,0,4,No Offer,Yes,22.07,No,Yes,DSL,41,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.55,235.65,0.0,0,88.28,4,2,58.9125,4164
Female,48,No,Yes,1,0,12,Offer D,Yes,8.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,3,0,16.508333333333333,3713
Male,49,No,Yes,0,0,1,No Offer,Yes,4.99,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,69.9,0.0,0,4.99,1,1,69.9,2100
Male,49,No,No,0,0,1,No Offer,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,0,34.37,3,1,45.3,4568
Male,25,No,Yes,0,1,29,No Offer,Yes,4.0,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2698.35,0.0,0,116.0,1,4,93.04655172413793,5292
Male,21,No,No,0,0,2,No Offer,Yes,36.06,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.7,140.7,0.0,0,72.12,1,1,70.35,5317
Female,26,No,Yes,0,7,25,No Offer,Yes,37.1,No,Yes,Fiber Optic,82,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,1797.75,0.0,0,927.5,5,2,71.91,4591
Female,80,Yes,No,0,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,3,2,97.525,4322
Male,30,No,No,0,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,0.0,0,43.29,3,5,102.08333333333333,3540
Male,26,No,Yes,0,5,7,No Offer,No,0.0,No,Yes,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.55,280.0,0.0,0,0.0,4,4,40.0,3345
Female,27,No,Yes,0,6,48,Offer B,Yes,49.88,No,Yes,DSL,42,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,65.65,3094.65,0.0,0,2394.24,3,5,64.471875,5427
Female,57,No,No,0,0,1,No Offer,Yes,40.63,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,40.63,4,0,19.55,3968
Female,24,No,Yes,0,5,72,Offer A,Yes,41.21,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0.0,0,2967.12,4,7,112.02291666666666,4259
Female,46,No,No,0,0,2,No Offer,Yes,26.44,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,144.55,0.0,0,52.88,1,1,72.275,5667
Male,59,No,No,0,0,1,Offer E,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,0.0,0,30.07,1,1,74.95,2591
Female,64,No,Yes,3,5,67,No Offer,Yes,3.47,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.8,5598.3,0.0,0,232.49,4,4,83.55671641791045,6072
Male,31,No,Yes,1,9,53,Offer B,Yes,2.11,No,Yes,DSL,19,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.0,3363.8,0.0,0,111.83,3,4,63.46792452830189,5534
Female,38,No,Yes,0,1,63,Offer B,Yes,49.08,Yes,Yes,Cable,24,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,79.7,4786.15,0.0,30,3092.04,3,5,75.97063492063492,4010
