Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Male,79,Yes,Yes,0,9,15,No Offer,Yes,22.83,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,1392.25,0.0,0,342.45,4,4,92.81666666666666,2394
Female,79,Yes,Yes,0,8,28,No Offer,Yes,25.57,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.7,734.6,0.0,0,715.96,4,0,26.235714285714288,3136
Male,66,Yes,Yes,0,1,16,No Offer,Yes,15.44,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,0.0,0,247.04,5,5,96.253125,4045
Male,75,Yes,Yes,0,6,30,No Offer,Yes,33.48,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0.0,0,1004.4,5,6,106.06,2455
Male,77,Yes,No,0,0,57,No Offer,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0.0,0,125.97,3,5,98.69385964912281,4276
Male,66,Yes,Yes,0,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,7932.5,0.0,140,1349.28,4,6,110.17361111111111,4265
Male,66,Yes,Yes,0,1,34,No Offer,Yes,2.07,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0.0,0,70.38,5,1,71.33529411764707,5381
Male,71,Yes,Yes,0,1,19,No Offer,Yes,30.44,No,Yes,DSL,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,1286.05,0.0,0,578.36,4,4,67.68684210526315,4533
Female,65,Yes,No,0,0,35,No Offer,Yes,16.91,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,2419.0,0.0,0,591.85,4,1,69.11428571428571,5873
Male,65,Yes,Yes,0,6,19,No Offer,No,0.0,No,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,577.15,0.0,0,0.0,5,3,30.376315789473683,4615
Male,80,Yes,Yes,0,2,7,No Offer,Yes,21.37,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,533.05,0.0,0,149.59,4,1,76.14999999999999,3533
Male,76,Yes,Yes,0,2,35,No Offer,Yes,4.16,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0.0,0,145.6,3,2,80.43571428571428,2300
Female,74,Yes,No,0,0,35,No Offer,Yes,32.92,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,3836.3,0.0,110,1152.2,3,7,109.60857142857144,2125
Male,74,Yes,Yes,0,4,44,No Offer,Yes,1.89,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,0.0,0,83.16,5,0,19.255681818181817,4975
Male,65,Yes,Yes,0,4,59,No Offer,No,0.0,No,Yes,Cable,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2997.45,0.0,0,0.0,4,5,50.80423728813559,5546
Male,80,Yes,Yes,0,3,71,Offer A,Yes,37.25,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1789.65,0.0,0,2644.75,5,0,25.206338028169014,5341
Male,75,Yes,No,0,0,67,Offer A,Yes,39.89,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.7,5060.85,0.0,0,2672.63,4,1,75.53507462686568,5823
Female,70,Yes,No,0,0,26,No Offer,Yes,19.21,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,2006.1,0.0,0,499.46,3,3,77.1576923076923,4509
Male,68,Yes,Yes,0,4,62,No Offer,Yes,4.76,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,0.0,0,295.12,4,4,90.61774193548388,4415
Male,76,Yes,No,0,0,13,No Offer,Yes,49.9,No,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,0,648.7,5,3,60.642307692307696,5254
Male,70,Yes,Yes,1,7,34,No Offer,Yes,11.74,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.9,3625.2,0.0,30,399.16,3,6,106.62352941176471,5151
Female,75,Yes,Yes,1,8,57,No Offer,Yes,28.25,No,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,0.0,0,1610.25,3,5,97.67456140350878,4912
Female,69,Yes,No,0,0,62,No Offer,Yes,19.52,Yes,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.45,4959.15,0.0,0,1210.24,4,2,79.98629032258064,4166
Male,80,Yes,No,0,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0.0,140,295.24,5,2,75.24545454545455,3355
Male,72,Yes,No,0,0,60,No Offer,Yes,10.2,Yes,Yes,DSL,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0.0,10,612.0,3,4,72.90916666666666,4964
Female,79,Yes,Yes,0,1,50,No Offer,Yes,36.58,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,0.0,0,1829.0,3,5,103.795,5791
Female,66,Yes,No,0,0,51,No Offer,Yes,47.46,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,967.9,0.0,0,2420.46,5,0,18.978431372549018,4224
Female,70,Yes,Yes,1,1,12,Offer D,No,0.0,No,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,0,0.0,4,2,29.65833333333333,3353
Male,68,Yes,No,0,0,63,No Offer,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,0.0,0,1644.93,3,7,111.61031746031746,5961
Female,77,Yes,Yes,0,1,37,No Offer,Yes,25.35,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.6,727.8,0.0,0,937.95,4,0,19.67027027027027,5730
Female,80,Yes,No,0,0,8,No Offer,Yes,39.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0.0,0,312.08,5,3,89.2,3950
Female,75,Yes,No,0,0,53,No Offer,Yes,16.74,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,4003.85,0.0,0,887.22,3,2,75.5443396226415,6469
Male,69,Yes,Yes,1,9,64,No Offer,Yes,37.09,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.4,1548.65,0.0,0,2373.76,3,0,24.19765625,4772
Female,69,Yes,No,0,0,1,No Offer,Yes,22.34,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,70.2,0.0,0,22.34,5,1,70.2,2422
Female,72,Yes,No,0,0,69,No Offer,Yes,23.4,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,7467.55,0.0,0,1614.6,3,7,108.22536231884058,4948
Female,67,Yes,Yes,1,6,66,No Offer,Yes,39.38,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,6891.45,0.0,0,2599.08,4,6,104.41590909090908,4892
Male,69,Yes,No,0,0,6,Offer E,Yes,19.74,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,0,118.44,3,1,46.083333333333336,4270
Male,66,Yes,Yes,0,10,67,No Offer,Yes,44.9,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0.0,0,3008.3,3,3,83.41492537313434,5261
Male,70,Yes,Yes,0,3,23,Offer D,Yes,31.53,No,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,0.0,0,725.19,3,4,88.00434782608696,4999
Female,77,Yes,Yes,0,6,39,No Offer,Yes,9.13,No,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,99.1,3877.95,0.0,0,356.07,3,5,99.43461538461538,4599
Female,71,Yes,No,0,0,26,No Offer,Yes,33.74,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3,3,84.37115384615385,5700
Female,70,Yes,Yes,0,3,60,No Offer,No,0.0,No,Yes,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0.0,40,0.0,3,3,48.45916666666667,4277
Male,77,Yes,Yes,0,4,45,No Offer,Yes,9.39,Yes,Yes,DSL,22,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.15,3480.35,0.0,0,422.55,3,5,77.3411111111111,5837
Male,69,Yes,No,0,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0.0,0,24.72,4,1,73.4625,4510
Female,75,Yes,Yes,1,3,59,No Offer,Yes,16.15,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,88.75,5348.65,0.0,0,952.85,3,3,90.65508474576271,6492
Male,78,Yes,No,0,0,35,No Offer,Yes,26.19,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91.0,3180.5,0.0,40,916.65,3,2,90.87142857142857,5527
Female,68,Yes,Yes,0,3,54,No Offer,Yes,23.94,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,18.95,1031.1,0.0,0,1292.76,4,0,19.09444444444444,5548
Female,68,Yes,No,0,0,66,No Offer,Yes,10.45,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.7,3,5,98.05833333333334,4861
Female,66,Yes,No,0,0,42,No Offer,Yes,27.0,Yes,Yes,Cable,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,0.0,0,1134.0,4,2,57.660714285714285,5831
Female,78,Yes,No,0,0,18,Offer D,Yes,21.09,No,Yes,Fiber Optic,18,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1294.6,0.0,20,379.62,4,1,71.92222222222222,3896
Female,72,Yes,No,0,0,5,Offer E,Yes,36.27,No,Yes,Fiber Optic,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,374.8,0.0,0,181.35,4,3,74.96000000000001,3468
Male,79,Yes,Yes,0,6,33,No Offer,Yes,44.1,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,3270.25,0.0,0,1455.3,4,4,99.09848484848484,3669
Male,73,Yes,Yes,0,10,54,No Offer,Yes,35.16,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,3919.15,0.0,0,1898.64,5,1,72.57685185185186,4991
Male,67,Yes,Yes,0,0,54,No Offer,Yes,38.48,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,99.05,5295.7,0.0,40,2077.92,5,3,98.06851851851852,4011
Male,73,Yes,Yes,0,2,69,No Offer,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0.0,0,572.7,3,6,110.2913043478261,4887
Male,72,Yes,Yes,0,7,27,No Offer,Yes,41.11,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,2220.1,0.0,0,1109.97,3,3,82.22592592592592,5755
Female,72,Yes,Yes,0,10,31,Offer C,No,0.0,No,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,0,0.0,3,5,50.97096774193548,2166
Female,68,Yes,No,0,0,67,No Offer,Yes,48.43,Yes,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,0.0,0,3244.81,4,2,55.6044776119403,4826
Female,75,Yes,No,0,0,55,No Offer,Yes,29.6,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,5409.75,0.0,0,1628.0,4,4,98.35909090909091,5182
Male,76,Yes,Yes,0,4,54,Offer B,No,0.0,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0.0,0,0.0,3,1,25.27314814814815,4691
Female,68,Yes,No,0,0,2,Offer E,Yes,31.74,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.55,118.25,0.0,0,63.48,4,2,59.125,2069
Male,65,Yes,No,0,0,67,No Offer,Yes,34.23,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,0.0,0,2293.41,4,7,107.04029850746268,4143
Male,76,Yes,Yes,0,9,65,Offer B,Yes,8.59,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,6578.55,0.0,0,558.35,5,5,101.20846153846153,4073
Female,74,Yes,Yes,0,0,36,Offer C,Yes,11.32,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,3301.05,17.76,0,407.52,5,3,91.69583333333334,3273
Male,79,Yes,No,0,0,54,Offer B,Yes,5.14,No,Yes,DSL,6,No,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,65.25,3529.95,33.07,0,277.56,4,4,65.36944444444444,6161
Female,74,Yes,No,0,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2,4,4,102.94333333333334,4483
Female,71,Yes,No,0,0,63,Offer B,Yes,15.62,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,83.0,5243.05,0.0,0,984.06,3,6,83.22301587301588,5428
Male,70,Yes,Yes,0,9,2,Offer E,Yes,34.99,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,141.65,0.0,0,69.98,4,1,70.825,5592
Male,77,Yes,Yes,0,7,69,No Offer,Yes,14.76,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.9,5785.65,0.0,0,1018.44,3,3,83.85,4503
Male,71,Yes,Yes,1,1,58,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,0.0,130,1068.94,3,3,88.375,5035
Male,77,Yes,Yes,2,0,66,No Offer,Yes,3.27,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,7862.25,0.0,0,215.82,3,7,119.125,4578
Male,71,Yes,Yes,0,1,51,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.45,1459.35,0.0,0,0.0,4,2,28.61470588235294,6285
Male,69,Yes,No,0,0,50,Offer B,Yes,25.23,Yes,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,3454.6,0.0,100,1261.5,3,3,69.092,5596
Male,67,Yes,Yes,0,1,72,No Offer,Yes,17.71,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,0.0,0,1275.12,3,7,110.00972222222222,4086
Male,76,Yes,Yes,0,2,63,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,3,3,36.490476190476194,5089
Female,77,Yes,No,0,0,18,Offer D,Yes,37.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.35,369.6,0.0,0,675.54,4,0,20.533333333333335,4713
Male,67,Yes,Yes,0,8,28,Offer C,Yes,24.35,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,2998.0,0.0,0,681.8,3,6,107.07142857142857,4174
Female,72,Yes,No,0,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0.0,0,1832.74,4,6,98.23679245283019,4766
Male,79,Yes,Yes,0,9,68,No Offer,No,0.0,No,Yes,Cable,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,0,0.0,3,4,43.6139705882353,5607
Female,66,Yes,No,0,0,9,Offer E,Yes,40.0,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,0.0,0,360.0,5,3,90.75555555555555,2893
Female,68,Yes,No,0,0,54,Offer B,Yes,45.43,Yes,Yes,Cable,2,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,0.0,0,2453.22,5,4,71.96388888888889,4277
Male,78,Yes,No,0,0,64,Offer B,Yes,19.2,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6548.65,0.0,0,1228.8,3,6,102.32265625,5125
Male,76,Yes,Yes,0,5,72,No Offer,Yes,27.74,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0.0,0,1997.28,4,7,109.70069444444444,4319
Female,72,Yes,Yes,0,5,72,No Offer,Yes,47.4,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.1,6129.65,0.0,0,3412.8,3,7,85.13402777777777,4999
Male,68,Yes,No,0,0,16,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,0.0,0,632.32,4,3,76.140625,4351
Female,80,Yes,Yes,0,3,3,Offer E,Yes,39.51,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.6,239.05,0.0,30,118.53,5,1,79.68333333333334,3711
Female,76,Yes,Yes,0,5,27,Offer C,Yes,3.43,Yes,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,2310.2,0.0,0,92.61,5,7,85.56296296296296,5907
Female,78,Yes,No,0,0,35,Offer C,Yes,31.64,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,0.0,0,1107.4,4,5,101.56,3484
Female,74,Yes,No,0,0,2,Offer E,Yes,19.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0.0,0,38.18,5,1,42.55,4057
Female,70,Yes,Yes,0,9,72,No Offer,Yes,8.48,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1937.4,0.0,0,610.56,3,0,26.908333333333335,5079
Male,66,Yes,No,0,0,68,No Offer,Yes,19.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,0.0,0,1337.56,3,4,95.63529411764705,5080
Female,67,Yes,Yes,0,8,67,No Offer,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,3,5,106.6044776119403,4126
Female,68,Yes,Yes,0,5,13,No Offer,No,0.0,No,Yes,DSL,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,528.45,0.0,0,0.0,4,3,40.650000000000006,4118
Male,65,Yes,Yes,0,8,22,No Offer,Yes,22.38,No,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,0.0,0,492.36,3,4,88.13181818181819,4180
Male,76,Yes,Yes,0,7,51,Offer B,Yes,2.21,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4839.15,0.0,0,112.71,4,4,94.88529411764705,4163
Male,74,Yes,Yes,3,1,71,No Offer,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0.0,20,3273.81,4,4,72.38943661971831,6404
Male,72,Yes,No,0,0,57,Offer B,Yes,9.1,Yes,Yes,DSL,16,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4,5,77.86315789473684,5371
Female,69,Yes,Yes,0,9,62,Offer B,Yes,24.62,No,Yes,DSL,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,0.0,0,1526.44,4,6,77.73790322580645,6488
Female,72,Yes,Yes,0,1,70,No Offer,Yes,33.74,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.55,7195.35,0.0,0,2361.8,4,5,102.79071428571429,4605
Female,80,Yes,No,0,0,45,No Offer,Yes,4.14,No,Yes,Fiber Optic,20,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.7,3778.1,0.0,50,186.3,4,3,83.95777777777778,5397
Female,77,Yes,Yes,0,1,57,No Offer,Yes,23.05,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,0.0,0,1313.85,5,4,95.42017543859649,6015
Female,65,Yes,No,0,0,18,No Offer,Yes,1.27,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,103.6,1806.35,0.0,10,22.86,4,5,100.35277777777777,2094
Male,69,Yes,No,0,0,6,Offer E,Yes,48.32,No,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,497.6,0.0,0,289.92,5,2,82.93333333333334,2893
Male,71,Yes,No,0,0,1,No Offer,Yes,40.38,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,40.38,5,1,45.85,5715
Female,68,Yes,No,0,0,71,Offer A,Yes,3.91,Yes,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,99.65,7181.25,0.0,0,277.61,4,5,101.1443661971831,5448
Male,69,Yes,No,0,0,51,No Offer,Yes,4.14,No,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,4,5,96.19117647058823,6034
Female,75,Yes,Yes,0,1,56,No Offer,Yes,26.82,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014.0,0.0,0,1501.92,4,5,71.67857142857143,4368
Female,77,Yes,No,0,0,64,No Offer,No,0.0,No,Yes,DSL,21,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,2751.0,0.0,30,0.0,5,3,42.984375,6055
Male,66,Yes,No,0,0,68,Offer A,Yes,10.48,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,1396.0,0.0,0,712.64,5,0,20.529411764705884,6136
Male,79,Yes,No,0,0,67,Offer A,Yes,28.88,Yes,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,4250.1,0.0,0,1934.96,3,4,63.43432835820896,4494
Female,66,Yes,Yes,0,3,42,No Offer,Yes,22.89,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,3,4,93.58571428571429,4121
Female,77,Yes,Yes,0,1,61,No Offer,Yes,33.75,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,94.2,5895.45,0.0,0,2058.75,3,5,96.6467213114754,5274
